date,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h
2015-04-29,194,中度污染,146,233,32,1.9,47,126
2015-04-30,151,中度污染,116,202,25,1.2,44,192
2015-05-01,108,轻度污染,82,145,31,1,29,167
2015-05-02,75,良,54,89,19,1.2,26,130
2015-05-03,106,轻度污染,80,149,23,1.4,39,124
2015-05-04,93,良,49,136,46,1.2,35,108
2015-05-05,102,轻度污染,69,153,30,0.8,22,151
2015-05-06,111,轻度污染,84,143,37,1.7,60,122
2015-05-07,120,轻度污染,91,152,34,1.4,49,113
2015-05-08,77,良,57,94,21,0.8,28,128
2015-05-09,128,轻度污染,98,145,39,1.7,49,100
2015-05-10,128,轻度污染,97,171,22,1.2,36,75
2015-05-11,53,良,37,55,28,1.2,32,61
2015-05-12,77,良,31,104,61,0.8,30,123
2015-05-13,92,良,44,134,27,0.8,20,140
2015-05-14,120,轻度污染,58,189,28,1,39,123
2015-05-15,143,轻度污染,89,236,84,1.9,68,115
2015-05-16,126,轻度污染,86,202,37,1.2,48,184
2015-05-17,109,轻度污染,55,168,28,0.8,19,169
2015-05-18,105,轻度污染,79,157,38,1.1,36,152
2015-05-19,136,轻度污染,81,221,69,1.9,58,130
2015-05-20,73,良,35,88,33,1,43,127
2015-05-21,102,轻度污染,62,155,38,1,57,130
2015-05-22,113,轻度污染,69,146,37,1,47,174
